Haplotype_1	Haplotype_2
FUN.rk.hap1.034820	FUN.rk.hap2.036715
FUN.rk.hap1.034824	FUN.rk.hap2.036717
FUN.rk.hap1.034828	FUN.rk.hap2.036722
FUN.rk.hap1.034829	FUN.rk.hap2.036723
FUN.rk.hap1.034832	FUN.rk.hap2.036725
FUN.rk.hap1.034833	FUN.rk.hap2.036726
FUN.rk.hap1.034836	FUN.rk.hap2.036728
FUN.rk.hap1.034837	FUN.rk.hap2.036729
FUN.rk.hap1.034840	FUN.rk.hap2.036733
FUN.rk.hap1.034841	FUN.rk.hap2.036734
FUN.rk.hap1.034842	FUN.rk.hap2.036735
FUN.rk.hap1.034851	FUN.rk.hap2.036739
FUN.rk.hap1.034852	FUN.rk.hap2.036740
FUN.rk.hap1.034853	FUN.rk.hap2.036741
FUN.rk.hap1.034854	FUN.rk.hap2.036742
FUN.rk.hap1.034855	FUN.rk.hap2.036744
FUN.rk.hap1.034857	FUN.rk.hap2.036746
FUN.rk.hap1.034867	FUN.rk.hap2.036761
FUN.rk.hap1.034868	FUN.rk.hap2.036762
FUN.rk.hap1.034869	FUN.rk.hap2.036763
FUN.rk.hap1.034870	FUN.rk.hap2.036764
FUN.rk.hap1.034873	FUN.rk.hap2.036767
FUN.rk.hap1.034875	FUN.rk.hap2.036769
FUN.rk.hap1.034876	FUN.rk.hap2.036770
FUN.rk.hap1.034877	FUN.rk.hap2.036771
FUN.rk.hap1.034878	FUN.rk.hap2.036772
FUN.rk.hap1.034879	FUN.rk.hap2.036773
FUN.rk.hap1.034881	FUN.rk.hap2.036774
FUN.rk.hap1.034882	FUN.rk.hap2.036775
FUN.rk.hap1.034883	FUN.rk.hap2.036776
FUN.rk.hap1.034884	FUN.rk.hap2.036777
FUN.rk.hap1.034885	FUN.rk.hap2.036778
FUN.rk.hap1.034886	FUN.rk.hap2.036779
FUN.rk.hap1.034887	FUN.rk.hap2.036780
FUN.rk.hap1.034889	FUN.rk.hap2.036782
FUN.rk.hap1.034890	FUN.rk.hap2.036783
FUN.rk.hap1.034891	FUN.rk.hap2.036784
FUN.rk.hap1.034892	FUN.rk.hap2.036785
FUN.rk.hap1.034895	FUN.rk.hap2.036791
FUN.rk.hap1.034896	FUN.rk.hap2.036792
FUN.rk.hap1.034897	FUN.rk.hap2.036797
FUN.rk.hap1.034900	FUN.rk.hap2.036801
FUN.rk.hap1.034901	FUN.rk.hap2.036802
FUN.rk.hap1.034902	FUN.rk.hap2.036803
FUN.rk.hap1.034903	FUN.rk.hap2.036804
FUN.rk.hap1.034904	FUN.rk.hap2.036805
FUN.rk.hap1.034906	FUN.rk.hap2.036806
FUN.rk.hap1.034909	FUN.rk.hap2.036809
FUN.rk.hap1.034910	FUN.rk.hap2.036810
FUN.rk.hap1.034911	FUN.rk.hap2.036811
FUN.rk.hap1.034920	FUN.rk.hap2.036819
FUN.rk.hap1.034921	FUN.rk.hap2.036820
FUN.rk.hap1.034923	FUN.rk.hap2.036821
FUN.rk.hap1.034924	FUN.rk.hap2.036823
FUN.rk.hap1.034927	FUN.rk.hap2.036826
FUN.rk.hap1.034928	FUN.rk.hap2.036827
FUN.rk.hap1.034929	FUN.rk.hap2.036829
FUN.rk.hap1.034930	FUN.rk.hap2.036832
FUN.rk.hap1.034931	FUN.rk.hap2.036833
FUN.rk.hap1.034932	FUN.rk.hap2.036834
FUN.rk.hap1.034933	FUN.rk.hap2.036836
FUN.rk.hap1.034934	FUN.rk.hap2.036837
FUN.rk.hap1.034935	FUN.rk.hap2.036839
FUN.rk.hap1.034936	FUN.rk.hap2.036841
FUN.rk.hap1.034939	FUN.rk.hap2.036843
FUN.rk.hap1.034942	FUN.rk.hap2.036845
FUN.rk.hap1.034943	FUN.rk.hap2.036846
FUN.rk.hap1.034944	FUN.rk.hap2.036847
FUN.rk.hap1.034945	FUN.rk.hap2.036848
FUN.rk.hap1.034946	FUN.rk.hap2.036849
FUN.rk.hap1.034947	FUN.rk.hap2.036850
FUN.rk.hap1.034948	FUN.rk.hap2.036851
FUN.rk.hap1.034950	FUN.rk.hap2.036853
FUN.rk.hap1.034951	FUN.rk.hap2.036854
FUN.rk.hap1.034955	FUN.rk.hap2.036859
FUN.rk.hap1.034958	FUN.rk.hap2.036863
FUN.rk.hap1.034959	FUN.rk.hap2.036865
FUN.rk.hap1.034960	FUN.rk.hap2.036866
FUN.rk.hap1.034961	FUN.rk.hap2.036867
FUN.rk.hap1.034964	FUN.rk.hap2.036868
FUN.rk.hap1.034965	FUN.rk.hap2.036869
FUN.rk.hap1.034966	FUN.rk.hap2.036870
FUN.rk.hap1.034968	FUN.rk.hap2.036872
FUN.rk.hap1.034969	FUN.rk.hap2.036873
FUN.rk.hap1.034970	FUN.rk.hap2.036874
FUN.rk.hap1.034973	FUN.rk.hap2.036877
FUN.rk.hap1.034974	FUN.rk.hap2.036878
FUN.rk.hap1.034975	FUN.rk.hap2.036879
FUN.rk.hap1.034976	FUN.rk.hap2.036880
FUN.rk.hap1.034977	FUN.rk.hap2.036881
FUN.rk.hap1.034978	FUN.rk.hap2.036887
FUN.rk.hap1.034980	FUN.rk.hap2.036889
FUN.rk.hap1.034981	FUN.rk.hap2.036890
FUN.rk.hap1.034982	FUN.rk.hap2.036891
FUN.rk.hap1.034983	FUN.rk.hap2.036893
FUN.rk.hap1.034984	FUN.rk.hap2.036894
FUN.rk.hap1.034986	FUN.rk.hap2.036895
FUN.rk.hap1.034991	FUN.rk.hap2.036898
FUN.rk.hap1.034992	FUN.rk.hap2.036899
FUN.rk.hap1.034993	FUN.rk.hap2.036900
FUN.rk.hap1.034994	FUN.rk.hap2.036901
FUN.rk.hap1.034995	FUN.rk.hap2.036902
FUN.rk.hap1.034996	FUN.rk.hap2.036903
FUN.rk.hap1.035005	FUN.rk.hap2.036914
FUN.rk.hap1.035006	FUN.rk.hap2.036915
FUN.rk.hap1.035009	FUN.rk.hap2.036916
FUN.rk.hap1.035010	FUN.rk.hap2.036917
FUN.rk.hap1.035011	FUN.rk.hap2.036918
FUN.rk.hap1.035012	FUN.rk.hap2.036919
FUN.rk.hap1.035015	FUN.rk.hap2.036920
FUN.rk.hap1.035016	FUN.rk.hap2.036921
FUN.rk.hap1.035017	FUN.rk.hap2.036922
FUN.rk.hap1.035018	FUN.rk.hap2.036923
FUN.rk.hap1.035019	FUN.rk.hap2.036924
FUN.rk.hap1.035020	FUN.rk.hap2.036925
FUN.rk.hap1.035022	FUN.rk.hap2.036932
FUN.rk.hap1.035023	FUN.rk.hap2.036937
FUN.rk.hap1.035024	FUN.rk.hap2.036938
FUN.rk.hap1.035025	FUN.rk.hap2.036939
FUN.rk.hap1.035027	FUN.rk.hap2.036941
FUN.rk.hap1.035029	FUN.rk.hap2.036943
FUN.rk.hap1.035031	FUN.rk.hap2.036945
FUN.rk.hap1.035032	FUN.rk.hap2.036946
FUN.rk.hap1.035037	FUN.rk.hap2.036950
FUN.rk.hap1.035040	FUN.rk.hap2.036952
FUN.rk.hap1.035045	FUN.rk.hap2.036956
FUN.rk.hap1.035046	FUN.rk.hap2.036957
FUN.rk.hap1.035047	FUN.rk.hap2.036958
FUN.rk.hap1.035048	FUN.rk.hap2.036959
FUN.rk.hap1.035049	FUN.rk.hap2.036963
FUN.rk.hap1.035050	FUN.rk.hap2.036964
FUN.rk.hap1.035051	FUN.rk.hap2.036965
FUN.rk.hap1.035060	FUN.rk.hap2.030184
FUN.rk.hap1.035062	FUN.rk.hap2.036974
FUN.rk.hap1.035063	FUN.rk.hap2.036975
FUN.rk.hap1.035064	FUN.rk.hap2.036976
FUN.rk.hap1.035066	FUN.rk.hap2.036978
FUN.rk.hap1.035069	FUN.rk.hap2.036982
FUN.rk.hap1.035070	FUN.rk.hap2.036983
FUN.rk.hap1.035071	FUN.rk.hap2.036987
FUN.rk.hap1.035075	FUN.rk.hap2.036988
FUN.rk.hap1.035076	FUN.rk.hap2.036989
FUN.rk.hap1.035077	FUN.rk.hap2.036990
FUN.rk.hap1.035078	FUN.rk.hap2.036992
FUN.rk.hap1.035079	FUN.rk.hap2.036993
FUN.rk.hap1.035080	FUN.rk.hap2.036994
FUN.rk.hap1.035081	FUN.rk.hap2.036998
FUN.rk.hap1.035082	FUN.rk.hap2.036997
FUN.rk.hap1.035089	FUN.rk.hap2.037000
FUN.rk.hap1.035090	FUN.rk.hap2.014135
FUN.rk.hap1.035095	FUN.rk.hap2.037008
FUN.rk.hap1.035096	FUN.rk.hap2.037011
FUN.rk.hap1.035097	FUN.rk.hap2.037012
FUN.rk.hap1.035099	FUN.rk.hap2.037016
FUN.rk.hap1.035100	FUN.rk.hap2.037017
FUN.rk.hap1.035102	FUN.rk.hap2.027278
FUN.rk.hap1.035103	FUN.rk.hap2.037018
FUN.rk.hap1.035104	FUN.rk.hap2.037019
FUN.rk.hap1.035105	FUN.rk.hap2.037020
FUN.rk.hap1.035106	FUN.rk.hap2.037021
FUN.rk.hap1.035109	FUN.rk.hap2.037023
FUN.rk.hap1.035110	FUN.rk.hap2.037024
FUN.rk.hap1.035111	FUN.rk.hap2.006834
FUN.rk.hap1.035119	FUN.rk.hap2.037029
FUN.rk.hap1.035123	FUN.rk.hap2.037031
FUN.rk.hap1.035127	FUN.rk.hap2.037033
FUN.rk.hap1.035138	FUN.rk.hap2.018857
FUN.rk.hap1.035156	FUN.rk.hap2.021314
FUN.rk.hap1.035158	FUN.rk.hap2.037082
FUN.rk.hap1.035159	FUN.rk.hap2.037083
FUN.rk.hap1.035173	FUN.rk.hap2.038201
FUN.rk.hap1.035174	FUN.rk.hap2.037129
FUN.rk.hap1.035180	FUN.rk.hap2.037130
FUN.rk.hap1.035183	FUN.rk.hap2.037131
FUN.rk.hap1.035186	FUN.rk.hap2.037133
FUN.rk.hap1.035189	FUN.rk.hap2.037134
FUN.rk.hap1.035190	FUN.rk.hap2.037137
FUN.rk.hap1.035192	FUN.rk.hap2.037138
FUN.rk.hap1.035193	FUN.rk.hap2.037139
FUN.rk.hap1.035195	FUN.rk.hap2.037141
FUN.rk.hap1.035204	FUN.rk.hap2.027564
FUN.rk.hap1.035208	FUN.rk.hap2.003561
FUN.rk.hap1.035217	FUN.rk.hap2.037166
FUN.rk.hap1.035218	FUN.rk.hap2.037168
FUN.rk.hap1.035228	FUN.rk.hap2.042785
FUN.rk.hap1.035231	FUN.rk.hap2.037181
FUN.rk.hap1.035233	FUN.rk.hap2.037182
FUN.rk.hap1.035234	FUN.rk.hap2.037183
FUN.rk.hap1.035236	FUN.rk.hap2.037187
FUN.rk.hap1.035242	FUN.rk.hap2.037189
FUN.rk.hap1.035243	FUN.rk.hap2.037190
FUN.rk.hap1.035250	FUN.rk.hap2.037195
FUN.rk.hap1.035251	FUN.rk.hap2.037196
FUN.rk.hap1.035252	FUN.rk.hap2.037198
FUN.rk.hap1.035258	FUN.rk.hap2.037205
FUN.rk.hap1.035261	FUN.rk.hap2.037208
FUN.rk.hap1.035263	FUN.rk.hap2.037211
FUN.rk.hap1.035264	FUN.rk.hap2.037212
FUN.rk.hap1.035265	FUN.rk.hap2.037213
FUN.rk.hap1.035279	FUN.rk.hap2.037217
FUN.rk.hap1.035357	FUN.rk.hap2.037283
FUN.rk.hap1.035360	FUN.rk.hap2.037287
FUN.rk.hap1.035367	FUN.rk.hap2.037302
FUN.rk.hap1.035368	FUN.rk.hap2.037303
FUN.rk.hap1.035371	FUN.rk.hap2.037305
FUN.rk.hap1.035375	FUN.rk.hap2.037311
FUN.rk.hap1.035387	FUN.rk.hap2.037315
FUN.rk.hap1.035388	FUN.rk.hap2.037319
FUN.rk.hap1.035391	FUN.rk.hap2.037323
FUN.rk.hap1.035394	FUN.rk.hap2.037326
FUN.rk.hap1.035395	FUN.rk.hap2.037327
FUN.rk.hap1.035399	FUN.rk.hap2.037334
FUN.rk.hap1.035400	FUN.rk.hap2.037337
FUN.rk.hap1.035403	FUN.rk.hap2.037342
FUN.rk.hap1.035404	FUN.rk.hap2.037349
FUN.rk.hap1.035416	FUN.rk.hap2.031966
FUN.rk.hap1.035426	FUN.rk.hap2.037374
FUN.rk.hap1.035435	FUN.rk.hap2.020184
FUN.rk.hap1.035445	FUN.rk.hap2.037381
FUN.rk.hap1.035450	FUN.rk.hap2.037389
FUN.rk.hap1.035453	FUN.rk.hap2.037390
FUN.rk.hap1.035465	FUN.rk.hap2.037396
FUN.rk.hap1.035468	FUN.rk.hap2.037401
FUN.rk.hap1.035471	FUN.rk.hap2.037403
FUN.rk.hap1.035475	FUN.rk.hap2.037405
FUN.rk.hap1.035522	FUN.rk.hap2.037430
FUN.rk.hap1.035524	FUN.rk.hap2.037433
FUN.rk.hap1.035527	FUN.rk.hap2.037436
FUN.rk.hap1.035528	FUN.rk.hap2.037437
FUN.rk.hap1.035530	FUN.rk.hap2.037442
FUN.rk.hap1.035536	FUN.rk.hap2.037448
FUN.rk.hap1.035537	FUN.rk.hap2.037453
FUN.rk.hap1.035539	FUN.rk.hap2.037463
FUN.rk.hap1.035542	FUN.rk.hap2.037467
FUN.rk.hap1.035545	FUN.rk.hap2.037472
FUN.rk.hap1.035562	FUN.rk.hap2.037783
FUN.rk.hap1.035563	FUN.rk.hap2.031043
FUN.rk.hap1.035566	FUN.rk.hap2.037488
FUN.rk.hap1.035571	FUN.rk.hap2.037496
FUN.rk.hap1.035572	FUN.rk.hap2.037500
FUN.rk.hap1.035574	FUN.rk.hap2.037501
FUN.rk.hap1.035600	FUN.rk.hap2.036690
FUN.rk.hap1.035606	FUN.rk.hap2.037515
FUN.rk.hap1.035608	FUN.rk.hap2.037210
FUN.rk.hap1.035610	FUN.rk.hap2.037519
FUN.rk.hap1.035611	FUN.rk.hap2.042900
FUN.rk.hap1.035648	FUN.rk.hap2.019489
FUN.rk.hap1.035653	FUN.rk.hap2.037576
FUN.rk.hap1.035655	FUN.rk.hap2.037578
FUN.rk.hap1.035656	FUN.rk.hap2.037579
FUN.rk.hap1.035657	FUN.rk.hap2.037580
FUN.rk.hap1.035659	FUN.rk.hap2.037583
FUN.rk.hap1.035663	FUN.rk.hap2.037585
FUN.rk.hap1.035664	FUN.rk.hap2.037586
FUN.rk.hap1.035666	FUN.rk.hap2.037588
FUN.rk.hap1.035667	FUN.rk.hap2.037589
FUN.rk.hap1.035669	FUN.rk.hap2.037590
FUN.rk.hap1.035670	FUN.rk.hap2.037591
FUN.rk.hap1.035671	FUN.rk.hap2.037592
FUN.rk.hap1.035672	FUN.rk.hap2.037593
FUN.rk.hap1.035674	FUN.rk.hap2.037595
FUN.rk.hap1.035675	FUN.rk.hap2.037596
FUN.rk.hap1.035676	FUN.rk.hap2.037597
FUN.rk.hap1.035677	FUN.rk.hap2.037599
FUN.rk.hap1.035678	FUN.rk.hap2.037600
FUN.rk.hap1.035679	FUN.rk.hap2.037601
FUN.rk.hap1.035680	FUN.rk.hap2.037602
FUN.rk.hap1.035683	FUN.rk.hap2.037605
FUN.rk.hap1.035684	FUN.rk.hap2.037609
FUN.rk.hap1.035685	FUN.rk.hap2.037610
FUN.rk.hap1.035686	FUN.rk.hap2.037611
FUN.rk.hap1.035689	FUN.rk.hap2.037614
FUN.rk.hap1.035690	FUN.rk.hap2.037615
FUN.rk.hap1.035691	FUN.rk.hap2.037616
FUN.rk.hap1.035692	FUN.rk.hap2.037617
FUN.rk.hap1.035695	FUN.rk.hap2.037621
FUN.rk.hap1.035696	FUN.rk.hap2.037622
FUN.rk.hap1.035697	FUN.rk.hap2.037624
FUN.rk.hap1.035698	FUN.rk.hap2.037625
FUN.rk.hap1.035699	FUN.rk.hap2.037626
FUN.rk.hap1.035700	FUN.rk.hap2.037627
FUN.rk.hap1.035702	FUN.rk.hap2.037629
FUN.rk.hap1.035704	FUN.rk.hap2.037631
FUN.rk.hap1.035705	FUN.rk.hap2.037632
FUN.rk.hap1.035706	FUN.rk.hap2.037633
FUN.rk.hap1.035707	FUN.rk.hap2.037634
FUN.rk.hap1.035708	FUN.rk.hap2.037635
FUN.rk.hap1.035709	FUN.rk.hap2.037636
FUN.rk.hap1.035710	FUN.rk.hap2.037638
FUN.rk.hap1.035711	FUN.rk.hap2.037639
FUN.rk.hap1.035712	FUN.rk.hap2.037640
FUN.rk.hap1.035713	FUN.rk.hap2.037641
FUN.rk.hap1.035714	FUN.rk.hap2.037642
FUN.rk.hap1.035715	FUN.rk.hap2.037643
FUN.rk.hap1.035716	FUN.rk.hap2.037644
FUN.rk.hap1.035718	FUN.rk.hap2.037647
FUN.rk.hap1.035719	FUN.rk.hap2.037648
FUN.rk.hap1.035720	FUN.rk.hap2.037649
FUN.rk.hap1.035722	FUN.rk.hap2.037651
FUN.rk.hap1.035723	FUN.rk.hap2.037652
FUN.rk.hap1.035724	FUN.rk.hap2.037653
FUN.rk.hap1.035725	FUN.rk.hap2.037654
FUN.rk.hap1.035728	FUN.rk.hap2.037657
FUN.rk.hap1.035729	FUN.rk.hap2.037658
FUN.rk.hap1.035730	FUN.rk.hap2.037659
FUN.rk.hap1.035731	FUN.rk.hap2.037660
FUN.rk.hap1.035732	FUN.rk.hap2.037661
FUN.rk.hap1.035734	FUN.rk.hap2.037665
FUN.rk.hap1.035736	FUN.rk.hap2.037667
FUN.rk.hap1.035738	FUN.rk.hap2.037669
FUN.rk.hap1.035739	FUN.rk.hap2.037670
FUN.rk.hap1.035740	FUN.rk.hap2.037671
FUN.rk.hap1.035741	FUN.rk.hap2.037672
FUN.rk.hap1.035743	FUN.rk.hap2.037673
FUN.rk.hap1.035744	FUN.rk.hap2.037674
FUN.rk.hap1.035745	FUN.rk.hap2.037675
FUN.rk.hap1.035746	FUN.rk.hap2.037676
FUN.rk.hap1.035747	FUN.rk.hap2.037677
FUN.rk.hap1.035748	FUN.rk.hap2.037678
FUN.rk.hap1.035750	FUN.rk.hap2.037679
FUN.rk.hap1.035751	FUN.rk.hap2.037680
FUN.rk.hap1.035753	FUN.rk.hap2.037681
FUN.rk.hap1.035755	FUN.rk.hap2.037682
FUN.rk.hap1.035756	FUN.rk.hap2.037683
FUN.rk.hap1.035757	FUN.rk.hap2.037684
FUN.rk.hap1.035771	FUN.rk.hap2.037694
FUN.rk.hap1.035772	FUN.rk.hap2.037695
FUN.rk.hap1.035773	FUN.rk.hap2.037696
FUN.rk.hap1.035774	FUN.rk.hap2.037697
FUN.rk.hap1.035775	FUN.rk.hap2.037698
FUN.rk.hap1.035776	FUN.rk.hap2.037699
FUN.rk.hap1.035777	FUN.rk.hap2.037700
FUN.rk.hap1.035778	FUN.rk.hap2.037701
FUN.rk.hap1.035779	FUN.rk.hap2.037702
FUN.rk.hap1.035783	FUN.rk.hap2.001388
FUN.rk.hap1.035786	FUN.rk.hap2.037706
FUN.rk.hap1.035787	FUN.rk.hap2.037707
FUN.rk.hap1.035788	FUN.rk.hap2.037708
FUN.rk.hap1.035789	FUN.rk.hap2.037709
FUN.rk.hap1.035790	FUN.rk.hap2.037710
FUN.rk.hap1.035791	FUN.rk.hap2.037711
FUN.rk.hap1.035792	FUN.rk.hap2.037712
FUN.rk.hap1.035793	FUN.rk.hap2.037713
FUN.rk.hap1.035794	FUN.rk.hap2.037714
FUN.rk.hap1.035795	FUN.rk.hap2.037715
FUN.rk.hap1.035796	FUN.rk.hap2.037717
FUN.rk.hap1.035797	FUN.rk.hap2.037718
FUN.rk.hap1.035798	FUN.rk.hap2.037719
FUN.rk.hap1.035800	FUN.rk.hap2.037721
FUN.rk.hap1.035801	FUN.rk.hap2.037722
FUN.rk.hap1.035802	FUN.rk.hap2.037723
FUN.rk.hap1.035806	FUN.rk.hap2.037726
FUN.rk.hap1.035808	FUN.rk.hap2.037727
FUN.rk.hap1.035809	FUN.rk.hap2.037728
FUN.rk.hap1.035810	FUN.rk.hap2.037729
FUN.rk.hap1.035811	FUN.rk.hap2.037730
FUN.rk.hap1.035812	FUN.rk.hap2.037731
FUN.rk.hap1.035814	FUN.rk.hap2.037732
FUN.rk.hap1.035815	FUN.rk.hap2.037733
FUN.rk.hap1.035816	FUN.rk.hap2.037734
FUN.rk.hap1.035817	FUN.rk.hap2.037735
FUN.rk.hap1.035818	FUN.rk.hap2.037737
FUN.rk.hap1.035819	FUN.rk.hap2.037738
FUN.rk.hap1.035820	FUN.rk.hap2.037739
FUN.rk.hap1.035821	FUN.rk.hap2.037740
FUN.rk.hap1.035823	FUN.rk.hap2.037742
FUN.rk.hap1.035824	FUN.rk.hap2.037744
FUN.rk.hap1.035825	FUN.rk.hap2.037745
FUN.rk.hap1.035826	FUN.rk.hap2.037746
FUN.rk.hap1.035827	FUN.rk.hap2.037747
FUN.rk.hap1.035830	FUN.rk.hap2.037749
FUN.rk.hap1.035832	FUN.rk.hap2.037752
FUN.rk.hap1.035833	FUN.rk.hap2.037753
FUN.rk.hap1.035834	FUN.rk.hap2.037754
FUN.rk.hap1.035835	FUN.rk.hap2.037755
FUN.rk.hap1.035836	FUN.rk.hap2.037756
FUN.rk.hap1.035837	FUN.rk.hap2.037757
FUN.rk.hap1.035838	FUN.rk.hap2.037758
FUN.rk.hap1.035839	FUN.rk.hap2.037759
FUN.rk.hap1.035843	FUN.rk.hap2.037762
FUN.rk.hap1.035845	FUN.rk.hap2.037764
FUN.rk.hap1.035846	FUN.rk.hap2.037765
FUN.rk.hap1.035847	FUN.rk.hap2.037766
FUN.rk.hap1.035848	FUN.rk.hap2.037767
FUN.rk.hap1.035849	FUN.rk.hap2.037769
FUN.rk.hap1.035850	FUN.rk.hap2.037770
FUN.rk.hap1.035851	FUN.rk.hap2.037771
FUN.rk.hap1.035852	FUN.rk.hap2.037772
FUN.rk.hap1.035855	FUN.rk.hap2.037785
FUN.rk.hap1.035856	FUN.rk.hap2.037786
FUN.rk.hap1.035857	FUN.rk.hap2.037787
FUN.rk.hap1.035858	FUN.rk.hap2.037788
FUN.rk.hap1.035859	FUN.rk.hap2.037789
FUN.rk.hap1.035860	FUN.rk.hap2.037790
FUN.rk.hap1.035861	FUN.rk.hap2.037791
FUN.rk.hap1.035862	FUN.rk.hap2.037792
FUN.rk.hap1.035864	FUN.rk.hap2.037794
FUN.rk.hap1.035865	FUN.rk.hap2.037796
FUN.rk.hap1.035866	FUN.rk.hap2.037797
FUN.rk.hap1.035869	FUN.rk.hap2.037799
FUN.rk.hap1.035870	FUN.rk.hap2.037800
FUN.rk.hap1.035872	FUN.rk.hap2.037803
FUN.rk.hap1.035873	FUN.rk.hap2.037804
FUN.rk.hap1.035874	FUN.rk.hap2.037805
FUN.rk.hap1.035875	FUN.rk.hap2.037806
FUN.rk.hap1.035876	FUN.rk.hap2.037809
FUN.rk.hap1.035882	FUN.rk.hap2.037820
FUN.rk.hap1.035884	FUN.rk.hap2.037821
FUN.rk.hap1.035885	FUN.rk.hap2.037822
FUN.rk.hap1.035887	FUN.rk.hap2.037823
FUN.rk.hap1.035893	FUN.rk.hap2.037829
FUN.rk.hap1.035894	FUN.rk.hap2.037830
FUN.rk.hap1.035895	FUN.rk.hap2.037832
FUN.rk.hap1.035896	FUN.rk.hap2.037833
FUN.rk.hap1.035897	FUN.rk.hap2.037834
FUN.rk.hap1.035899	FUN.rk.hap2.037836
FUN.rk.hap1.035901	FUN.rk.hap2.037839
FUN.rk.hap1.035902	FUN.rk.hap2.037840
FUN.rk.hap1.035903	FUN.rk.hap2.037841
FUN.rk.hap1.035905	FUN.rk.hap2.037842
FUN.rk.hap1.035906	FUN.rk.hap2.037844
FUN.rk.hap1.035907	FUN.rk.hap2.037845
FUN.rk.hap1.035908	FUN.rk.hap2.037846
FUN.rk.hap1.035909	FUN.rk.hap2.037847
FUN.rk.hap1.035915	FUN.rk.hap2.037853
FUN.rk.hap1.035918	FUN.rk.hap2.037855
FUN.rk.hap1.035919	FUN.rk.hap2.037857
FUN.rk.hap1.035920	FUN.rk.hap2.037859
FUN.rk.hap1.035921	FUN.rk.hap2.037860
FUN.rk.hap1.035922	FUN.rk.hap2.037862
FUN.rk.hap1.035923	FUN.rk.hap2.037863
FUN.rk.hap1.035924	FUN.rk.hap2.037864
FUN.rk.hap1.035927	FUN.rk.hap2.037866
FUN.rk.hap1.035928	FUN.rk.hap2.037867
FUN.rk.hap1.035929	FUN.rk.hap2.037868
FUN.rk.hap1.035931	FUN.rk.hap2.037870
FUN.rk.hap1.035932	FUN.rk.hap2.037871
FUN.rk.hap1.035933	FUN.rk.hap2.037872
FUN.rk.hap1.035935	FUN.rk.hap2.037873
FUN.rk.hap1.035936	FUN.rk.hap2.037874
FUN.rk.hap1.035937	FUN.rk.hap2.037875
FUN.rk.hap1.035939	FUN.rk.hap2.037877
FUN.rk.hap1.035941	FUN.rk.hap2.037878
FUN.rk.hap1.035942	FUN.rk.hap2.037879
FUN.rk.hap1.035943	FUN.rk.hap2.037880
FUN.rk.hap1.035944	FUN.rk.hap2.037881
FUN.rk.hap1.035945	FUN.rk.hap2.037882
FUN.rk.hap1.035946	FUN.rk.hap2.037883
FUN.rk.hap1.035947	FUN.rk.hap2.037884
FUN.rk.hap1.035949	FUN.rk.hap2.037885
FUN.rk.hap1.035952	FUN.rk.hap2.037887
FUN.rk.hap1.035953	FUN.rk.hap2.037888
FUN.rk.hap1.035956	FUN.rk.hap2.037890
FUN.rk.hap1.035957	FUN.rk.hap2.037891
FUN.rk.hap1.035958	FUN.rk.hap2.037892
FUN.rk.hap1.035961	FUN.rk.hap2.037893
FUN.rk.hap1.035962	FUN.rk.hap2.037894
FUN.rk.hap1.035968	FUN.rk.hap2.037896
FUN.rk.hap1.035970	FUN.rk.hap2.037897
FUN.rk.hap1.035973	FUN.rk.hap2.037900
FUN.rk.hap1.035974	FUN.rk.hap2.037901
FUN.rk.hap1.035975	FUN.rk.hap2.037902
FUN.rk.hap1.035976	FUN.rk.hap2.037903
FUN.rk.hap1.035977	FUN.rk.hap2.037904
FUN.rk.hap1.035978	FUN.rk.hap2.037905
FUN.rk.hap1.035982	FUN.rk.hap2.037908
FUN.rk.hap1.035984	FUN.rk.hap2.037909
FUN.rk.hap1.035985	FUN.rk.hap2.037910
FUN.rk.hap1.035986	FUN.rk.hap2.037911
FUN.rk.hap1.035987	FUN.rk.hap2.037912
FUN.rk.hap1.035988	FUN.rk.hap2.037913
FUN.rk.hap1.035989	FUN.rk.hap2.037914
FUN.rk.hap1.035990	FUN.rk.hap2.037915
FUN.rk.hap1.035991	FUN.rk.hap2.037916
FUN.rk.hap1.035992	FUN.rk.hap2.037917
FUN.rk.hap1.035993	FUN.rk.hap2.037919
FUN.rk.hap1.035994	FUN.rk.hap2.037920
FUN.rk.hap1.035996	FUN.rk.hap2.037923
FUN.rk.hap1.035997	FUN.rk.hap2.037924
FUN.rk.hap1.035999	FUN.rk.hap2.037926
FUN.rk.hap1.036001	FUN.rk.hap2.037928
FUN.rk.hap1.036002	FUN.rk.hap2.037929
FUN.rk.hap1.036005	FUN.rk.hap2.037932
FUN.rk.hap1.036006	FUN.rk.hap2.037933
FUN.rk.hap1.036009	FUN.rk.hap2.037936
FUN.rk.hap1.036010	FUN.rk.hap2.037937
FUN.rk.hap1.036012	FUN.rk.hap2.037939
FUN.rk.hap1.036013	FUN.rk.hap2.037940
FUN.rk.hap1.036014	FUN.rk.hap2.037941
FUN.rk.hap1.036015	FUN.rk.hap2.037942
FUN.rk.hap1.036016	FUN.rk.hap2.037943
FUN.rk.hap1.036017	FUN.rk.hap2.037944
FUN.rk.hap1.036018	FUN.rk.hap2.037945
FUN.rk.hap1.036019	FUN.rk.hap2.037946
FUN.rk.hap1.036020	FUN.rk.hap2.037948
FUN.rk.hap1.036022	FUN.rk.hap2.037951
FUN.rk.hap1.036023	FUN.rk.hap2.037952
FUN.rk.hap1.036024	FUN.rk.hap2.037953
FUN.rk.hap1.036025	FUN.rk.hap2.037954
